ActionID,SensorName,Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44
Action 3,ARX,-1.054688,-1.074707,-1.146484,-1.148926,-1.099121,-1.028809,-0.9824219,-0.9448242,-0.7646484,-0.5952148,-0.4941406,-0.3857422,-0.425293,-0.1625977,-0.09082031,-0.3286133,-0.5620117,-0.2524414,-0.4038086,-0.4013672,-0.6416016,-0.6225586,-0.6582031,-0.7753906,-0.9179688,-0.918457,-0.925293,-0.9228516,-0.9682617,-0.9248047,-0.925293,-0.9106445,-0.9106445,-0.8818359,-0.8969727,-0.887207,-0.8789063,-0.8823242,-0.8955078,-0.894043,-0.8969727,-0.8920898,-0.9086914,-0.887207
Action 3,ARY,-0.2890625,-0.3227539,-0.3271484,-0.3842773,-0.3344727,-0.3857422,-0.3793945,-0.3793945,-0.375,-0.3740234,-0.3041992,-0.2924805,-0.3642578,-0.2651367,-0.3208008,-0.2695313,-0.3466797,-0.3193359,-0.3867188,-0.3447266,-0.3188477,-0.3100586,-0.3842773,-0.4125977,-0.4887695,-0.4663086,-0.5341797,-0.4375,-0.4638672,-0.4443359,-0.4213867,-0.3925781,-0.3925781,-0.3876953,-0.3725586,-0.3520508,-0.394043,-0.3911133,-0.3920898,-0.3706055,-0.3725586,-0.3828125,-0.3652344,-0.3828125
Action 3,ARZ,0.1142578,0.2041016,0.2924805,0.4125977,0.5019531,0.6708984,0.6450195,0.6533203,0.546875,0.5976563,0.5844727,0.546875,0.8022461,0.4755859,0.7836914,0.4545898,0.503418,0.6103516,1.043457,0.7226563,0.8637695,0.6733398,0.6503906,0.5429688,0.6923828,0.4912109,0.5874023,0.4560547,0.4995117,0.4057617,0.4365234,0.4106445,0.4106445,0.3999023,0.394043,0.3862305,0.3740234,0.3740234,0.3613281,0.3442383,0.3505859,0.3193359,0.2851563,0.2895508
Action 3,EMG0L,-3,-1,-2,-2,0,-1,-2,0,-2,-1,-2,-1,-1,-2,1,1,6,-13,15,33,32,-16,-12,4,-2,-10,-1,-12,3,-11,11,-7,-7,-12,-17,4,-17,2,-1,-11,-4,-1,-2,1
Action 3,EMG1L,-3,0,-1,-3,1,-3,0,-1,-1,-1,-2,-1,-1,-3,1,2,10,-11,12,7,-22,-28,-3,-7,1,-2,-4,6,9,-3,-1,-1,-1,-1,-4,-7,-14,-5,0,5,0,-4,-1,0
Action 3,EMG2L,-2,-1,-1,0,0,-1,0,-3,0,0,0,-2,-1,-1,7,10,2,-16,23,-20,-24,-2,-6,-11,10,-6,2,7,2,-1,-8,6,6,2,-1,-13,-7,-13,1,7,-2,-4,-2,2
Action 3,EMG3L,0,-2,-1,-1,-2,-1,2,-2,-1,-1,0,-1,0,-2,3,0,-7,-39,56,3,-3,-2,-5,-6,25,-14,38,4,-4,6,-7,8,8,-8,-8,0,-2,-14,-1,-6,-13,-4,1,-1
Action 3,EMG4L,-1,-1,-1,-1,-1,-1,1,-2,-2,-1,-1,0,0,-1,3,3,12,-44,17,15,-15,-20,-2,-9,8,-5,9,-1,-5,-7,9,1,1,2,-7,-1,-7,-7,0,1,0,-2,1,1
Action 3,EMG5L,-1,-1,-1,1,0,0,2,-2,-2,-2,-2,3,0,-4,3,1,14,-31,8,11,-12,-11,1,-7,0,1,-4,-9,-6,-10,8,3,3,1,8,0,-5,-7,3,-3,1,0,1,2
Action 3,EMG6L,-2,-1,-2,0,-1,-1,4,-2,-5,-5,-1,3,-1,-4,0,2,4,-14,7,13,-1,-12,0,0,0,3,-4,-10,-5,-10,10,5,5,1,15,-2,-5,-4,2,-3,1,0,0,1
Action 3,EMG7L,-2,-1,-2,-2,-1,-2,1,2,-3,-3,-1,2,-1,-1,-1,2,4,-8,5,10,6,-8,-3,1,-1,-5,1,-8,-3,-8,2,2,2,-4,-2,-6,-7,0,0,-3,-1,1,1,1
Action 3,EMG0R,1,-5,-17,-40,27,-1,5,5,-4,-7,-4,-15,19,-3,3,-3,-2,2,8,-2,4,8,12,-6,4,-4,4,-10,-3,3,5,-2,-2,2,10,5,1,-2,4,-2,1,1,-12,2
Action 3,EMG1R,4,-13,-13,-58,17,19,22,-3,-12,-18,6,-10,29,-7,-6,-2,-3,3,2,-7,0,12,16,3,9,0,9,-10,-2,-2,9,-2,-2,-5,5,-1,2,1,-2,-4,4,1,-3,0
Action 3,EMG2R,-32,-8,-20,-87,33,18,23,-24,-32,-40,24,-7,25,-10,-12,-4,-2,6,-2,-10,-6,26,33,13,8,4,12,-1,6,-8,14,4,4,-6,5,1,-2,1,-6,-1,4,3,-9,0
Action 3,EMG3R,-77,29,-6,-72,76,6,3,-85,-86,-97,42,-37,28,-15,-19,-6,-5,17,5,-1,-18,67,39,25,-4,8,22,14,-5,-11,10,7,7,-3,11,-2,-9,-12,-1,3,-1,4,-13,5
Action 3,EMG4R,-7,-10,-4,-92,26,28,17,-57,-43,-44,18,-26,39,-29,-6,7,-5,4,10,6,-9,40,10,13,7,4,21,2,4,-7,6,8,8,-15,19,4,-9,6,9,-3,2,2,-9,1
Action 3,EMG5R,-10,1,-10,-78,21,7,10,-24,-14,-19,-3,-17,30,-17,2,6,-4,1,14,-1,-5,32,7,10,2,2,10,1,1,0,-1,-1,-1,-3,4,5,-1,4,5,-8,1,-1,-8,0
Action 3,EMG6R,-11,-1,-23,-41,19,-6,8,0,-13,-3,-7,-27,23,6,2,8,0,-1,-2,-5,-1,17,-1,-13,15,0,-13,-20,-12,-4,-6,-15,-15,2,-11,-35,2,-8,-13,-7,3,-2,-8,1
Action 3,EMG7R,0,-2,-12,-35,15,3,8,-1,-7,-5,-6,-20,22,1,3,1,1,-4,2,-3,0,12,11,-8,-3,-33,10,1,-3,5,4,0,0,-2,1,1,1,-1,2,-9,2,1,-6,-1
Action 3,GLX,-5.0625,0.8125,7,9.75,10.75,9.5625,6.1875,10.875,10.6875,1.9375,0.3125,-1,-2.75,-4.6875,-4.5625,-5.625,-16.5,-27.0625,-57.75,-54,-45.4375,-46.125,-44.625,-49.9375,-53.875,-43.9375,-18.3125,9.9375,17.875,24.125,16.6875,10.125,10.125,2.625,0.875,2.8125,1.1875,1.375,1.9375,1.3125,0.0625,-1.1875,-1.0625,2.5
Action 3,GLY,-5.0625,0.8125,7,9.75,10.75,9.5625,6.1875,10.875,10.6875,1.9375,0.3125,-1,-2.75,-4.6875,-4.5625,-5.625,-16.5,-27.0625,-57.75,-54,-45.4375,-46.125,-44.625,-49.9375,-53.875,-43.9375,-18.3125,9.9375,17.875,24.125,16.6875,10.125,10.125,2.625,0.875,2.8125,1.1875,1.375,1.9375,1.3125,0.0625,-1.1875,-1.0625,2.5
Action 3,GLZ,-5.0625,0.8125,7,9.75,10.75,9.5625,6.1875,10.875,10.6875,1.9375,0.3125,-1,-2.75,-4.6875,-4.5625,-5.625,-16.5,-27.0625,-57.75,-54,-45.4375,-46.125,-44.625,-49.9375,-53.875,-43.9375,-18.3125,9.9375,17.875,24.125,16.6875,10.125,10.125,2.625,0.875,2.8125,1.1875,1.375,1.9375,1.3125,0.0625,-1.1875,-1.0625,2.5
Action 3,GRX,34,28.625,39.4375,45.4375,38,15.625,15.375,19.6875,46.625,46.25,22.75,-4.625,-16.0625,5.625,10.375,19.25,-11.3125,-24.3125,-34.3125,-30.9375,-42.75,-67.4375,-63.25,-45.8125,-50.4375,-9.125,-7.1875,19.3125,-7.4375,-7.125,-0.3125,0.9375,0.9375,-0.0625,1.8125,3.3125,2.6875,4.0625,2.6875,3.5,-1.0625,4.75,6.5,4.75
Action 3,GRY,34,28.625,39.4375,45.4375,38,15.625,15.375,19.6875,46.625,46.25,22.75,-4.625,-16.0625,5.625,10.375,19.25,-11.3125,-24.3125,-34.3125,-30.9375,-42.75,-67.4375,-63.25,-45.8125,-50.4375,-9.125,-7.1875,19.3125,-7.4375,-7.125,-0.3125,0.9375,0.9375,-0.0625,1.8125,3.3125,2.6875,4.0625,2.6875,3.5,-1.0625,4.75,6.5,4.75
Action 3,GRZ,34,28.625,39.4375,45.4375,38,15.625,15.375,19.6875,46.625,46.25,22.75,-4.625,-16.0625,5.625,10.375,19.25,-11.3125,-24.3125,-34.3125,-30.9375,-42.75,-67.4375,-63.25,-45.8125,-50.4375,-9.125,-7.1875,19.3125,-7.4375,-7.125,-0.3125,0.9375,0.9375,-0.0625,1.8125,3.3125,2.6875,4.0625,2.6875,3.5,-1.0625,4.75,6.5,4.75
Action 3,ORL,8.433174,8.430715,8.428514,8.426205,8.422007,8.403121,8.337854,8.296849,8.276841,8.225098,8.21553,8.217828,8.250796,8.264559,8.303752,8.325956,8.391947,8.423028,8.462919,8.405679,8.233529,7.938285,7.376113,7.039677,6.767577,6.671247,6.477321,6.436538,6.427402,6.437201,6.471366,6.501161,6.501161,6.51835,6.526716,6.539277,6.556738,6.561199,6.570124,6.581425,6.602421,6.623809,6.635505,6.683457
Action 3,OPL,7.102201,7.098439,7.094745,7.09347,7.091429,7.088706,7.090081,7.093107,7.094022,7.097409,7.0982,7.103818,7.108427,7.109029,7.111301,7.111027,7.105431,7.098828,7.053754,7.040547,7.015281,6.997944,6.952635,6.885394,6.814148,6.779819,6.714988,6.69595,6.697139,6.705123,6.722343,6.742241,6.742241,6.748476,6.751719,6.751743,6.754328,6.754844,6.757947,6.760262,6.767688,6.775084,6.779099,6.79417
Action 3,OYL,7.549437,7.54814,7.540036,7.532153,7.521475,7.490415,7.408117,7.354006,7.326961,7.256533,7.246146,7.247421,7.283279,7.299739,7.344521,7.37042,7.451559,7.498145,7.627549,7.632053,7.512061,7.261436,6.754674,6.45283,6.221879,6.140887,5.976385,5.918601,5.884807,5.878901,5.889255,5.898375,5.898375,5.911716,5.919974,5.929889,5.946306,5.950398,5.957401,5.967541,5.988621,6.012378,6.025813,6.075457
Action 3,ORR,2.47113,2.762876,3.131566,3.510759,3.815174,4.021071,4.089295,4.193564,4.307058,4.398826,4.438588,4.43655,4.414368,4.405965,4.410192,4.420179,4.406866,4.382537,4.334742,4.312712,4.216251,4.124851,4.077124,3.947389,3.893029,3.84592,3.814518,3.802528,3.788975,3.758936,3.746641,3.749478,3.749478,3.754521,3.763539,3.775819,3.786941,3.790019,3.790183,3.784273,3.77219,3.753453,3.726848,3.685319
Action 3,OPR,7.089489,7.055288,6.993108,6.88587,6.734971,6.532663,6.420534,6.202062,5.888349,5.613667,5.471401,5.389341,5.361812,5.372858,5.406634,5.446946,5.484282,5.542391,5.663629,5.714229,5.889749,6.02028,6.082898,6.251534,6.327307,6.413283,6.479983,6.533463,6.562221,6.58304,6.591163,6.590416,6.590416,6.585745,6.579355,6.577355,6.577151,6.577705,6.583927,6.591412,6.601347,6.617124,6.637425,6.665305
Action 3,OYR,1.597287,1.862838,2.20437,2.551881,2.834772,3.045963,3.12031,3.232664,3.320859,3.366907,3.388952,3.395549,3.392121,3.378306,3.356676,3.340213,3.333966,3.341097,3.327359,3.316549,3.254858,3.213222,3.192325,3.138113,3.13016,3.104743,3.072187,3.039531,3.023721,2.999227,2.989545,2.988339,2.988339,2.994231,3.001896,3.012578,3.019695,3.021313,3.015894,3.005971,2.993421,2.968719,2.931532,2.879493
Action 4,ALX,-0.9770508,-0.9667969,-0.9858398,-0.9628906,-0.9638672,-0.9736328,-0.9570313,-0.9541016,-0.956543,-0.9462891,-0.9614258,-0.9589844,-0.9477539,-0.9243164,-0.9521484,-1.047852,-1.04834,-1.053711,-1.001465,-1.006348,-0.9775391,-0.9628906,-0.9379883,-0.8984375,-0.8671875,-0.8793945,-0.9052734,-0.9619141,-0.9350586,-0.9111328,-0.9111328,-0.9482422,-0.9306641,-0.9365234,-0.9277344,-0.9306641,-0.9360352,-0.9277344,-0.9277344,-0.9169922,-0.9360352,-0.9277344,-0.9145508,-0.9155273
Action 4,ALY,0.230957,0.222168,0.2246094,0.2304688,0.2358398,0.2319336,0.2333984,0.2280273,0.2304688,0.2446289,0.2416992,0.2539063,0.2734375,0.2895508,0.2353516,0.2817383,0.2436523,0.2617188,0.2773438,0.2929688,0.293457,0.2841797,0.2866211,0.2836914,0.25,0.2792969,0.3085938,0.347168,0.328125,0.3671875,0.3671875,0.3408203,0.331543,0.3100586,0.3105469,0.2929688,0.3232422,0.3100586,0.3100586,0.309082,0.3164063,0.3203125,0.3457031,0.3564453
Action 4,ALZ,-0.1020508,-0.1313477,-0.1464844,-0.1767578,-0.1538086,-0.1298828,-0.1113281,-0.09960938,-0.1040039,-0.09130859,-0.09863281,-0.1108398,-0.1723633,-0.2270508,-0.2797852,-0.1586914,-0.01220703,0.112793,0.1679688,0.1708984,0.1557617,0.1503906,0.1103516,0.04150391,0.07958984,0.06542969,0.1767578,0.1953125,0.2558594,0.2177734,0.2177734,0.2460938,0.234375,0.2084961,0.2045898,0.2036133,0.1938477,0.1875,0.1875,0.1933594,0.1811523,0.1787109,0.171875,0.1499023
Action 4,ARX,-1.187988,-1.145508,-1.030273,-0.875,-0.7827148,-0.6704102,-0.5854492,-0.4736328,-0.4165039,-0.5605469,-0.3833008,-0.1289063,-0.5927734,-0.5917969,-0.02734375,-0.6186523,-0.4536133,-0.4995117,-0.5898438,-0.7353516,-0.7670898,-0.9111328,-0.8613281,-0.9589844,-0.8662109,-0.9667969,-0.956543,-0.9101563,-0.902832,-0.9047852,-0.9047852,-0.9008789,-0.8847656,-0.8798828,-0.8862305,-0.8891602,-0.8857422,-0.8730469,-0.8730469,-0.8823242,-0.8842773,-0.8837891,-0.9125977,-0.9169922
Action 4,ARY,-0.4140625,-0.4257813,-0.3994141,-0.4331055,-0.3774414,-0.3901367,-0.3027344,-0.2773438,-0.215332,-0.3808594,-0.5024414,-0.3012695,-0.3696289,-0.3793945,-0.2319336,-0.4824219,-0.4169922,-0.3847656,-0.331543,-0.3105469,-0.4580078,-0.4135742,-0.5131836,-0.3867188,-0.4428711,-0.387207,-0.4052734,-0.4013672,-0.3657227,-0.3681641,-0.3681641,-0.3549805,-0.3720703,-0.3408203,-0.3271484,-0.3530273,-0.3413086,-0.3359375,-0.3359375,-0.3720703,-0.4130859,-0.3730469,-0.2958984,-0.2875977
Action 4,ARZ,0.4619141,0.5288086,0.6577148,0.6865234,0.6933594,0.6386719,0.6132813,0.5205078,0.3740234,0.6308594,0.8232422,0.5361328,0.7109375,0.5292969,0.6567383,0.8066406,0.9536133,0.8305664,0.8803711,0.6708984,0.7817383,0.5683594,0.6577148,0.5366211,0.5708008,0.3964844,0.4267578,0.4672852,0.4428711,0.4458008,0.4458008,0.4135742,0.3955078,0.390625,0.3891602,0.4165039,0.3789063,0.3886719,0.3886719,0.3823242,0.3583984,0.3378906,0.3276367,0.3535156
Action 4,EMG0L,-1,-1,-3,-7,-1,0,-1,-1,0,0,-2,0,5,6,5,-4,-13,-40,17,4,20,-12,-10,16,16,8,-33,17,14,-17,-17,-2,7,21,-10,-10,-7,-27,-27,2,5,2,5,-4
Action 4,EMG1L,0,-2,-1,-15,-1,-1,-2,-2,-1,-2,-3,-2,1,5,-8,-6,-18,26,5,0,2,-14,-21,8,-10,2,6,-1,0,2,2,2,11,-1,2,1,-2,5,5,6,2,1,4,-8
Action 4,EMG2L,-2,1,-2,-15,-1,0,-1,0,-2,-2,-4,-5,7,12,-7,-40,-17,31,20,-5,14,-20,-23,-8,-16,-8,4,-4,-12,4,4,7,6,-1,2,-3,4,9,9,7,-2,9,4,-10
Action 4,EMG3L,0,-1,-1,-16,0,-1,-1,0,0,0,-3,-4,13,4,7,-52,-5,26,30,-3,17,-18,-18,-6,-18,-1,-11,1,-9,-9,-9,-11,-5,7,7,-14,6,11,11,9,-4,12,9,-1
Action 4,EMG4L,-3,-1,-1,-15,0,-1,1,-2,-2,1,-4,-3,6,-6,-1,-4,-10,8,17,3,11,-14,-17,4,-6,2,1,-6,4,3,3,3,4,6,2,0,-3,-2,-2,9,0,7,15,-6
Action 4,EMG5L,-1,-2,-3,-11,-2,2,0,0,-1,-2,-3,-1,-3,-4,-8,8,-9,0,9,4,7,-11,-13,7,-5,5,0,-5,9,5,5,1,-1,2,0,-4,-7,-6,-6,5,0,1,6,-3
Action 4,EMG6L,-2,0,-2,-6,-2,0,-1,0,-1,-1,-2,0,-1,0,-6,5,-9,-3,6,0,7,-7,-8,5,-7,6,-1,-7,10,2,2,-3,1,0,0,-10,-9,-7,-7,6,-2,-1,4,-2
Action 4,EMG7L,-1,-2,-2,-6,-1,0,0,-1,0,0,-1,-2,0,1,-4,2,-8,-7,6,-1,7,-8,-7,6,-3,2,-5,1,8,-1,-1,-16,6,5,-10,1,-1,-8,-8,1,3,2,2,-3
Action 4,EMG0R,38,-11,-20,-26,8,6,2,-1,1,1,-2,-4,1,1,-4,4,4,-7,1,-6,-9,8,-12,8,2,-3,-10,-2,11,-4,-4,1,0,10,5,-10,-7,2,2,0,3,-11,4,0
Action 4,EMG1R,52,-17,-41,-39,14,2,3,-1,2,1,-7,-4,-2,4,-4,5,1,-13,7,-9,-3,2,-7,5,5,-5,-5,-8,5,-3,-3,-1,6,6,3,0,-1,4,4,-6,2,-1,3,0
Action 4,EMG2R,55,-37,-39,-55,16,-5,8,-10,-3,-7,9,-9,-5,13,-6,7,-5,-23,9,-15,-8,-2,-1,4,10,4,-5,-10,5,3,3,-3,2,6,0,6,-1,11,11,0,7,-7,4,-1
Action 4,EMG3R,59,-44,12,-84,31,-7,50,-28,-14,-9,88,-34,-7,27,-5,11,-11,-56,1,-13,-39,7,-10,7,20,31,13,-3,0,4,4,-5,-10,-2,-5,7,-14,15,15,6,8,-21,5,-7
Action 4,EMG4R,73,-28,-20,-72,17,3,22,-5,-10,-17,27,-19,1,9,-3,7,8,-26,10,-13,-10,4,11,4,6,21,5,-5,-2,0,0,-5,-4,1,0,1,-3,7,7,-2,7,-11,5,-2
Action 4,EMG5R,42,-4,-8,-37,13,10,5,-5,-8,-9,3,-9,8,7,-2,6,9,-10,-2,-5,-8,-8,-3,3,-6,-2,9,-8,10,-3,-3,4,7,4,0,3,0,3,3,-5,9,-6,3,2
Action 4,EMG6R,31,1,-12,-30,3,5,4,-7,-38,3,-13,1,9,12,-2,3,10,-11,2,11,20,-3,-21,31,9,-15,-19,5,27,20,20,19,18,6,-15,-21,19,2,2,3,4,-4,2,3
Action 4,EMG7R,21,-4,-16,-21,8,5,2,-15,6,8,2,-8,5,4,0,7,2,-5,-1,-2,-12,4,-6,-4,6,1,-14,-2,10,-5,-5,6,8,22,-4,-16,5,1,1,-1,3,-4,0,2
Action 4,GLX,11.1875,12.5,12,5.4375,-8,-15.8125,-12.5625,-4.75,2,-0.125,-3.6875,-0.1875,4.375,-10.5625,-43.5,-64.75,-63.5625,-40.75,-25.75,-22.875,-29.6875,-29.9375,-23.125,-12.1875,3.9375,2.6875,6.3125,-12.75,-3.625,-5.0625,-5.0625,-0.9375,0.25,4.0625,1.125,3.125,-1.875,-4.9375,-4.9375,-2.8125,1.3125,5.3125,5.5,2.8125
Action 4,GLY,11.1875,12.5,12,5.4375,-8,-15.8125,-12.5625,-4.75,2,-0.125,-3.6875,-0.1875,4.375,-10.5625,-43.5,-64.75,-63.5625,-40.75,-25.75,-22.875,-29.6875,-29.9375,-23.125,-12.1875,3.9375,2.6875,6.3125,-12.75,-3.625,-5.0625,-5.0625,-0.9375,0.25,4.0625,1.125,3.125,-1.875,-4.9375,-4.9375,-2.8125,1.3125,5.3125,5.5,2.8125
Action 4,GLZ,11.1875,12.5,12,5.4375,-8,-15.8125,-12.5625,-4.75,2,-0.125,-3.6875,-0.1875,4.375,-10.5625,-43.5,-64.75,-63.5625,-40.75,-25.75,-22.875,-29.6875,-29.9375,-23.125,-12.1875,3.9375,2.6875,6.3125,-12.75,-3.625,-5.0625,-5.0625,-0.9375,0.25,4.0625,1.125,3.125,-1.875,-4.9375,-4.9375,-2.8125,1.3125,5.3125,5.5,2.8125
Action 4,GRX,16.1875,27.5625,34.5,37.875,41.5,35.875,43.5625,32.625,3.375,-17.5,-3.4375,17.875,10.125,-16.9375,-8.4375,-12.9375,-13.5625,-1.375,-39.6875,-45.125,-65.125,-39.625,-25.5,9.4375,-3.75,3.25,3.9375,5.5625,9.125,0.1875,0.1875,3.0625,2.1875,-1,-3.3125,-1.4375,8.1875,4.5625,4.5625,1.25,5.125,6.0625,-7.25,-26.625
Action 4,GRY,16.1875,27.5625,34.5,37.875,41.5,35.875,43.5625,32.625,3.375,-17.5,-3.4375,17.875,10.125,-16.9375,-8.4375,-12.9375,-13.5625,-1.375,-39.6875,-45.125,-65.125,-39.625,-25.5,9.4375,-3.75,3.25,3.9375,5.5625,9.125,0.1875,0.1875,3.0625,2.1875,-1,-3.3125,-1.4375,8.1875,4.5625,4.5625,1.25,5.125,6.0625,-7.25,-26.625
Action 4,GRZ,16.1875,27.5625,34.5,37.875,41.5,35.875,43.5625,32.625,3.375,-17.5,-3.4375,17.875,10.125,-16.9375,-8.4375,-12.9375,-13.5625,-1.375,-39.6875,-45.125,-65.125,-39.625,-25.5,9.4375,-3.75,3.25,3.9375,5.5625,9.125,0.1875,0.1875,3.0625,2.1875,-1,-3.3125,-1.4375,8.1875,4.5625,4.5625,1.25,5.125,6.0625,-7.25,-26.625
Action 4,ORL,8.219972,8.199295,8.190133,8.17811,8.169282,8.148826,8.129488,8.110977,8.098927,8.092307,8.087285,8.097863,8.133468,8.193302,8.250273,8.258211,8.185086,8.012677,7.734715,7.56806,7.230252,6.923948,6.700352,6.578215,6.490322,6.483024,6.47368,6.482515,6.482306,6.505563,6.505563,6.51013,6.514694,6.523845,6.53105,6.535899,6.538184,6.540008,6.540008,6.539702,6.546537,6.565747,6.603808,6.669838
Action 4,OPL,7.077958,7.076151,7.074057,7.067404,7.063843,7.061406,7.061953,7.063485,7.065004,7.06821,7.072055,7.075591,7.077035,7.076887,7.070435,7.059899,7.054397,7.055627,7.046392,7.036258,7.000451,6.946669,6.88909,6.843577,6.813038,6.813697,6.827687,6.850542,6.86999,6.88661,6.88661,6.890754,6.888737,6.886431,6.881639,6.879568,6.878263,6.878294,6.878294,6.878619,6.878576,6.881593,6.88684,6.89089
Action 4,OYL,7.425446,7.38955,7.372716,7.344103,7.338276,7.333337,7.32909,7.317286,7.303645,7.295853,7.294278,7.306849,7.338798,7.403881,7.502035,7.578753,7.579261,7.459529,7.207275,7.048838,6.729728,6.44319,6.234109,6.115207,6.016197,6.004554,5.983887,5.999132,6.007992,6.036016,6.036016,6.044144,6.048707,6.055097,6.059519,6.061841,6.063746,6.068407,6.068407,6.072348,6.078856,6.09305,6.126649,6.191761
Action 4,ORR,3.659353,3.956103,4.093202,4.198685,4.283025,4.343424,4.373063,4.419183,4.434859,4.411722,4.390895,4.394366,4.405623,4.389874,4.380989,4.358289,4.331989,4.303242,4.245555,4.167697,4.067878,3.98798,3.920003,3.903467,3.878868,3.859858,3.837241,3.832832,3.842804,3.851124,3.851124,3.862146,3.869947,3.876175,3.879174,3.881387,3.888389,3.896235,3.896235,3.896356,3.882104,3.857955,3.819386,3.774708
Action 4,OPR,6.794737,6.498234,6.268013,6.033796,5.80168,5.583524,5.477277,5.294432,5.159206,5.121833,5.173065,5.252223,5.30587,5.335287,5.379409,5.508967,5.656484,5.826133,6.002522,6.13909,6.250263,6.346137,6.424255,6.491126,6.540209,6.578274,6.611706,6.624084,6.622703,6.614949,6.614949,6.605721,6.595773,6.588664,6.586561,6.582563,6.584869,6.589597,6.589597,6.596974,6.606496,6.62144,6.641869,6.670561
Action 4,OYR,2.846705,3.143991,3.277576,3.372613,3.438529,3.479413,3.497268,3.527498,3.550625,3.559106,3.543162,3.518863,3.499586,3.490292,3.495742,3.493598,3.468529,3.408983,3.352636,3.310438,3.261846,3.223203,3.181813,3.148928,3.121444,3.092805,3.070264,3.057855,3.057495,3.063153,3.063153,3.072139,3.079571,3.086873,3.092556,3.098734,3.099389,3.101073,3.101073,3.100688,3.082073,3.048503,3.009506,2.984495
Action 5,ALX,-1.014648,-1.085938,-1.060059,-0.9399414,-0.9228516,-0.9228516,-0.9238281,-0.8120117,-0.8764648,-0.8413086,-0.8789063,-0.9355469,-0.9560547,-0.9643555,-0.9506836,-0.9501953,-0.9272461,-0.9091797,-0.9057617,-0.8925781,-0.8901367,-0.8891602,-0.9282227,-0.9487305,-0.8691406,-0.9018555,-0.9736328,-1.026855,-1.005859,-0.9780273,-0.9384766,-1.010742,-0.9648438,-0.9692383,-0.9584961,-1.005371,-0.9584961,-0.9384766,-0.9667969,-0.980957,-0.9667969,-0.9648438,-0.9516602,-0.9716797
Action 5,ALY,0.2304688,0.2529297,0.3378906,0.2832031,0.2939453,0.2939453,0.2646484,0.2749023,0.2675781,0.3056641,0.1689453,0.3554688,0.3486328,0.4448242,0.4072266,0.3823242,0.3408203,0.3325195,0.3198242,0.2993164,0.3037109,0.3100586,0.2929688,0.3212891,0.371582,0.3486328,0.1767578,0.2387695,0.2988281,0.3564453,0.1152344,0.234375,0.4018555,0.3388672,0.2241211,0.2138672,0.190918,0.2280273,0.2255859,0.184082,0.1733398,0.1723633,0.1806641,0.1616211
Action 5,ALZ,-0.03515625,0.1411133,0.1870117,0.2128906,0.09716797,0.09716797,0.08056641,0.06396484,0.2006836,-0.03076172,0.1557617,0.1523438,0.2446289,0.2348633,0.2485352,0.2294922,0.2353516,0.2128906,0.1713867,0.1450195,0.1499023,0.1518555,0.1674805,0.1376953,0.06591797,0.1313477,0.1147461,0.05957031,0.01708984,-0.08642578,-0.1787109,-0.2700195,-0.2519531,-0.2021484,-0.1918945,-0.1860352,-0.15625,-0.1787109,-0.1679688,-0.1494141,-0.15625,-0.1860352,-0.2231445,-0.2216797
Action 5,ARX,-0.5317383,-0.6435547,-0.6298828,-0.7705078,-0.8720703,-0.8720703,-0.8959961,-0.9023438,-0.9770508,-0.9628906,-0.9682617,-0.9506836,-0.9399414,-0.9384766,-0.9389648,-0.9067383,-0.8901367,-0.9086914,-0.8974609,-0.8842773,-0.9208984,-0.9047852,-0.9165039,-0.8769531,-0.9882813,-1.009277,-1.005371,-1.009766,-0.9833984,-0.9985352,-1.007813,-0.9946289,-0.9936523,-1.018555,-0.9819336,-0.972168,-0.9873047,-0.9741211,-1.015625,-0.9921875,-0.9975586,-0.9902344,-1.010254,-0.9926758
Action 5,ARY,-0.378418,-0.2880859,-0.3217773,-0.3920898,-0.4482422,-0.4482422,-0.449707,-0.4882813,-0.472168,-0.4980469,-0.4746094,-0.4624023,-0.3964844,-0.4106445,-0.3930664,-0.3618164,-0.3632813,-0.359375,-0.328125,-0.3168945,-0.3310547,-0.3203125,-0.296875,-0.2666016,-0.3266602,-0.3730469,-0.3745117,-0.3110352,-0.2807617,-0.2758789,-0.3364258,-0.3203125,-0.2514648,-0.2739258,-0.3017578,-0.2485352,-0.199707,-0.2563477,-0.2685547,-0.2172852,-0.2529297,-0.2490234,-0.2373047,-0.2148438
Action 5,ARZ,0.9082031,0.8305664,0.730957,0.5756836,0.6425781,0.6425781,0.5043945,0.5869141,0.4741211,0.4785156,0.4213867,0.4150391,0.3959961,0.3774414,0.3730469,0.3681641,0.3383789,0.3007813,0.2871094,0.2836914,0.2539063,0.2729492,0.2646484,0.1811523,0.2490234,0.230957,0.1547852,0.2060547,0.08447266,0.07470703,0.04492188,0.001953125,-0.0625,-0.07421875,-0.09912109,-0.03076172,-0.005371094,-0.02832031,-0.01025391,-0.05761719,-0.05761719,-0.05615234,-0.06542969,-0.07617188
